x1_id,x2_session,x3_trial,x4_index_forests,x5_order_trials_in_forest_0x28not_days0x29,x6_continuous_energy_trial_start,x7_weather_type,x8_side_options_on_screen,x9_button_pressed,x10_RT,x11_choice,x12_continuous_energy_trial_end,x13_gain_magnitude,x14_p_foraging_gain,x15_not_used_set_to_NaN,x16_horizon_correct_maximum,x17_horizon_correct_adjusted,x18_win_magnitude_high_low,x19_wait_when_safe,x20_energy_change_in_trial,x21_optimal_policy_binary,x22_optimal_policy,x23_pseudo0x2Doptimal_horizon0x2D1_binary,x24_pseudo0x2Doptimal_horizon0x2D1,x25_expected_energy_wO_boundaries,x26_logRT,x27_indifferent_optimal,empty,empty1,empty2,empty3,empty4,empty5,empty6,empty7,empty8,x37_binary_energy,x38_foraging_outcome_win,x39_foraging_outcome_loss,x40_expected_energy_w_boundaries,x41_expected_energy_change,empty9,empty10,empty11,empty12,empty13,empty14,empty15,empty16,empty17,empty18,empty19,x53_fatal_foraging_possible,x54_oneIfNrg1_else_pGain,x55_oneIfNrg1_else_EVenergy,x56_rule0x26PGain3WWS,x57_weather_1_gain_magnitude,x58_weather_2_gain_magnitude,x59_weather_1_p_gain,x60_weather_2_p_gain
301,1,13,883,3,1,2,2,25,604,1,0,3,0.6,NaN,3,1,1,0,-1,1,0.6,1,0.6,1,6.40357419793482,0,0,0,0,0,0,0,0,0,0,1,4,0,2.4,1.4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,0.2,0.6
301,1,14,275,1,2,1,1,25,1043,0,1,0,0.3,NaN,5,5,2,0,-1,0,-0.14,0,-0.7,-1.4,6.94985645500077,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6,-1.4,0,0,0,0,0,0,0,0,0,0,0,1,0.3,-1.4,0.3,0,4,0.3,0.4
301,1,15,275,2,1,1,1,2,1228,1,0,0,0.3,NaN,5,4,2,0,-1,1,0.0713625,1,0.3,-1.4,7.11314210870709,0,0,0,0,0,0,0,0,0,0,1,1,0,0.3,-0.7,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0.3,0.4
301,1,16,275,3,0,0,0,2,662,0,0,0,4,NaN,5,3,2,0,-1,0,0,0,0,6,6.49526555593701,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,4,0.3,0.4
301,1,17,275,4,0,0,0,2,770,0,0,0,4,NaN,5,2,2,0,0,0,0,0,0,6,6.64639051484773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,4,0.3,0.4
301,1,18,275,5,0,0,0,2,935,0,0,0,4,NaN,5,1,2,0,0,0,0,0,0,6,6.84054652928869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,4,0.3,0.4
301,1,19,755,1,3,1,2,2,685,0,2,0,0.1,NaN,4,4,1,0,0,0,-0.1143625,2,0,-1.8,6.52941883826223,0,0,0,0,0,0,0,0,0,0,0,3,1,1.2,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1.8,0.1,0,4,0.1,0.6
301,1,20,755,2,2,2,2,25,667,1,5,4,0.6,NaN,4,3,1,0,-1,1,0.2825,0,-0.4,1.6,6.50279004591562,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1,0.6,0,4,0.1,0.6
301,1,21,755,3,5,1,1,25,892,0,4,0,0.1,NaN,4,2,1,1,3,2,0,2,0,-1.8,6.79346613258001,1,0,0,0,0,0,0,0,0,0,0,5,3,3.2,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1.8,0,0,4,0.1,0.6
301,1,22,755,4,4,1,1,25,864,0,3,0,0.1,NaN,4,1,1,1,-1,2,0,2,0,-1.8,6.76157276880406,1,0,0,0,0,0,0,0,0,0,0,4,2,2.2,-1.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1.8,0,0,4,0.1,0.6
301,1,23,865,1,3,1,1,25,1343,0,2,2,0.2,NaN,4,4,1,0,-1,1,0.0549999999999999,2,0,-1.2,7.20266119652324,0,0,0,0,0,0,0,0,0,0,0,5,1,1.8,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-1.2,0.2,2,2,0.2,0.5
301,1,24,865,2,2,1,1,25,1196,0,1,2,0.2,NaN,4,3,1,0,-1,0,-0.15,0,-0.8,-1.2,7.08673793451058,0,0,0,0,0,0,0,0,0,0,0,4,0,0.8,-1.2,0,0,0,0,0,0,0,0,0,0,0,1,0.2,-1.2,0.2,2,2,0.2,0.5
301,1,25,865,3,1,2,2,25,766,1,3,2,0.5,NaN,4,2,1,0,-1,1,0.5,1,0.5,0,6.64118216974059,0,0,0,0,0,0,0,0,0,0,1,3,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0.2,0.5
301,1,26,865,4,3,1,2,2,850,0,2,2,0.2,NaN,4,1,1,1,2,2,0,2,0,-1.2,6.74523634948436,1,0,0,0,0,0,0,0,0,0,0,5,1,1.8,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-1.2,0,2,2,0.2,0.5
301,1,27,1194,1,3,2,2,25,759,1,5,4,0.9,NaN,4,4,2,0,-1,1,0.165,2,0,3.4,6.63200177739563,0,0,0,0,0,0,0,0,0,0,0,5,1,4.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0.9,1.6,0.9,1,4,0.5,0.9
301,1,28,1194,2,5,1,1,2,1470,1,3,1,0.5,NaN,4,3,2,1,2,2,0,2,0,-0.5,7.29301767977278,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,1,4,0.5,0.9
301,1,29,1194,3,3,1,1,25,1545,0,2,1,0.5,NaN,4,2,2,1,-2,0,-0.15,2,0,-0.5,7.34277918933185,0,0,0,0,0,0,0,0,0,0,0,4,1,2.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.5,0,1,4,0.5,0.9
301,1,30,1194,4,2,2,2,25,715,1,5,4,0.9,NaN,4,1,2,1,-1,0,-0.1,0,-0.1,3.4,6.57228254269401,0,0,0,0,0,0,0,0,0,0,0,5,0,4.5,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0.9,2.5,0,1,4,0.5,0.9
301,1,31,1166,1,3,2,2,25,609,1,5,3,0.7,NaN,3,3,2,0,3,1,0.23,2,0,1.5,6.4118182677099,0,0,0,0,0,0,0,0,0,0,0,5,1,3.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.8,0.7,2,3,0.5,0.7
301,1,32,1166,2,5,1,2,25,892,1,5,2,0.5,NaN,3,2,2,1,2,2,0,2,0,0,6.79346613258001,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,2,3,0.5,0.7
301,1,33,1166,3,5,1,1,25,1148,0,4,2,0.5,NaN,3,1,2,1,0,2,0,2,0,0,7.04577657687951,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,2,3,0.5,0.7
301,1,34,1173,1,3,2,1,2,555,1,1,2,0.8,NaN,5,5,2,0,-1,1,0.22446875,2,0,1.2,6.31896811374643,0,0,0,0,0,0,0,0,0,0,0,5,1,4.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.8,0,2,0.5,0.8
301,1,35,1173,2,1,2,1,2,561,1,3,2,0.8,NaN,5,4,2,0,-2,1,0.6775,1,0.8,1.2,6.3297209055227,0,0,0,0,0,0,0,0,0,0,1,3,0,2.4,1.4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,2,0.5,0.8
301,1,36,1173,3,3,2,1,2,656,1,5,2,0.8,NaN,5,3,2,0,2,1,0.1875,2,0,1.2,6.48616078894409,0,0,0,0,0,0,0,0,0,0,0,5,1,4.2,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2,0.8,0,2,0.5,0.8
301,1,37,1173,4,5,1,1,25,824,0,4,0,0.5,NaN,5,2,2,1,2,2,0,2,0,-1,6.71417052990947,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,2,0.5,0.8
301,1,38,1173,5,4,1,2,2,1065,0,3,0,0.5,NaN,5,1,2,1,-1,2,0,2,0,-1,6.97073007814353,1,0,0,0,0,0,0,0,0,0,0,4,2,3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,2,0.5,0.8
301,1,39,1151,1,3,1,2,2,1231,0,2,2,0.5,NaN,5,5,1,0,-1,1,0.1746875,2,0,0,7.11558212618445,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,2,3,0.5,0.6
301,1,40,1151,2,2,2,2,25,686,1,5,3,0.6,NaN,5,4,1,0,-1,1,0.05,0,-0.4,1,6.53087762772588,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1,0.6,2,3,0.5,0.6
301,1,41,1151,3,5,1,2,2,1315,0,4,2,0.5,NaN,5,3,1,1,3,2,0,2,0,0,7.18159194461187,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,2,3,0.5,0.6
301,1,42,1151,4,4,2,2,25,940,1,5,3,0.6,NaN,5,2,1,1,-1,2,0,2,0,1,6.84587987526405,1,0,0,0,0,0,0,0,0,0,0,5,2,3.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.2,0,2,3,0.5,0.6
301,1,43,1151,5,5,2,1,25,1187,0,4,3,0.6,NaN,5,1,1,1,1,2,0,2,0,1,7.07918439460967,1,0,0,0,0,0,0,0,0,0,0,5,3,4.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.6,-0.8,0,2,3,0.5,0.6
301,1,44,1051,1,3,2,1,25,1546,0,2,0,0.5,NaN,5,5,1,0,-1,1,0.0713093749999999,2,0,-1,7.34342622914737,0,0,0,0,0,0,0,0,0,0,0,3,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0.5,0,0,0.4,0.5
301,1,45,1051,2,2,2,2,25,1266,1,2,0,0.5,NaN,5,4,1,0,-1,1,0.018875,0,-0.5,-1,7.14361760270412,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,-1,0.5,0,0,0.4,0.5
301,1,46,1051,3,2,1,2,2,1327,0,1,0,0.4,NaN,5,3,1,0,0,0,-0.0125,0,-0.6,-1.2,7.19067603433221,0,0,0,0,0,0,0,0,0,0,0,2,0,0.8,-1.2,0,0,0,0,0,0,0,0,0,0,0,1,0.4,-1.2,0.4,0,0,0.4,0.5
301,1,47,1051,4,1,1,1,2,592,1,0,0,0.4,NaN,5,2,1,0,-1,1,0.18,1,0.4,-1.2,6.38350663488401,0,0,0,0,0,0,0,0,0,0,1,1,0,0.4,-0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.4,0.5
301,1,48,1051,5,0,0,0,2,682,0,0,0,0,NaN,5,1,1,0,-1,0,0,0,0,-2,6.52502965784346,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.4,0.5
301,2,1,203,1,2,2,1,2,561,1,0,3,0.6,NaN,5,5,1,0,0,1,0.25,0,-0.4,1,6.3297209055227,0,0,0,0,0,0,0,0,0,0,0,5,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0.6,1,0.6,1,3,0.2,0.6
301,2,2,203,2,0,0,0,2,1115,0,0,0,3,NaN,5,4,1,0,-2,0,0,0,0,4,7.01660968389422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,3,0.2,0.6
301,2,3,203,3,0,0,0,2,800,0,0,0,3,NaN,5,3,1,0,0,0,0,0,0,4,6.68461172766793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,3,0.2,0.6
301,2,4,203,4,0,0,0,2,776,0,0,0,3,NaN,5,2,1,0,0,0,0,0,0,4,6.65415252018322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,3,0.2,0.6
301,2,5,203,5,0,0,0,2,709,0,0,0,3,NaN,5,1,1,0,0,0,0,0,0,4,6.56385552653213,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,3,0.2,0.6
301,2,6,746,1,3,2,2,25,1228,1,5,3,0.5,NaN,4,4,1,0,0,1,0.25,2,0,0.5,7.11314210870709,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,2,3,0.1,0.5
301,2,7,746,2,5,2,2,2,1097,0,4,3,0.5,NaN,4,3,1,1,2,2,0,2,0,0.5,7.00033446027523,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,2,3,0.1,0.5
301,2,8,746,3,4,1,1,25,923,0,3,2,0.1,NaN,4,2,1,1,-1,2,0,2,0,-1.6,6.82762923450285,1,0,0,0,0,0,0,0,0,0,0,5,2,2.3,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1.7,0,2,3,0.1,0.5
301,2,9,746,4,3,2,1,2,724,1,1,3,0.5,NaN,4,1,1,1,-1,2,0,2,0,0.5,6.58479139238572,1,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,2,3,0.1,0.5
301,2,10,743,1,3,1,1,25,964,0,2,1,0.1,NaN,3,3,1,0,-2,0,-0.03,2,0,-1.7,6.87109129461055,0,0,0,0,0,0,0,0,0,0,0,4,1,1.3,-1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,-1.7,0.1,1,3,0.1,0.5
301,2,11,743,2,2,2,2,25,716,1,0,3,0.5,NaN,3,2,1,0,-1,1,0.2,0,-0.5,0.5,6.57368016696065,0,0,0,0,0,0,0,0,0,0,0,5,0,2.5,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1,3,0.1,0.5
301,2,12,743,3,0,0,0,2,614,0,0,0,3,NaN,3,1,1,0,-2,0,0,0,0,4,6.41999492814714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,3,0.1,0.5
301,2,13,961,1,3,1,2,2,1294,0,2,0,0.3,NaN,5,5,1,0,0,1,0.011115,2,0,-1.4,7.16549347506085,0,0,0,0,0,0,0,0,0,0,0,3,1,1.6,-1.4,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-1.4,0.3,0,0,0.3,0.5
301,2,14,961,2,2,2,2,25,645,1,2,0,0.5,NaN,5,4,1,0,-1,1,0.03225,0,-0.5,-1,6.46925031679577,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,-1,0.5,0,0,0.3,0.5
301,2,15,961,3,2,2,1,2,772,1,2,0,0.5,NaN,5,3,1,0,0,1,0.0649999999999999,0,-0.5,-1,6.64898455002478,0,0,0,0,0,0,0,0,0,0,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,-1,0.5,0,0,0.3,0.5
301,2,16,961,4,2,1,1,25,954,0,1,0,0.3,NaN,5,2,1,0,0,0,-0.1,0,-0.7,-1.4,6.86066367144829,0,0,0,0,0,0,0,0,0,0,0,2,0,0.6,-1.4,0,0,0,0,0,0,0,0,0,0,0,1,0.3,-1.4,0.3,0,0,0.3,0.5
301,2,17,961,5,1,2,2,25,572,1,0,0,0.5,NaN,5,1,1,0,-1,1,0.5,1,0.5,-1,6.3491389913798,0,0,0,0,0,0,0,0,0,0,1,1,0,0.5,-0.5,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0.3,0.5
301,2,18,176,1,2,1,2,2,1003,0,1,2,0.2,NaN,5,5,2,0,-1,0,-0.139,0,-0.8,-1.2,6.91075078796194,0,0,0,0,0,0,0,0,0,0,0,4,0,0.8,-1.2,0,0,0,0,0,0,0,0,0,0,0,1,0.2,-1.2,0.2,2,3,0.2,0.4
301,2,19,176,2,1,2,2,25,606,1,0,3,0.4,NaN,5,4,2,0,-1,1,0.4,1,0.4,2.22044604925031e-16,6.40687998606931,0,0,0,0,0,0,0,0,0,0,1,4,0,1.6,0.6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,3,0.2,0.4
301,2,20,176,3,0,0,0,2,1318,0,0,0,3,NaN,5,3,2,0,-1,0,0,0,0,4,7.18387071506245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,3,0.2,0.4
301,2,21,176,4,0,0,0,2,1118,0,0,0,3,NaN,5,2,2,0,0,0,0,0,0,4,7.01929665371504,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,3,0.2,0.4
301,2,22,176,5,0,0,0,2,447,0,0,0,3,NaN,5,1,2,0,0,0,0,0,0,4,6.10255859461357,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,3,0.2,0.4
301,2,23,1191,1,3,2,1,2,503,1,4,1,0.9,NaN,4,4,2,0,0,1,0.156,2,0,0.7,6.22059017009974,0,0,0,0,0,0,0,0,0,0,0,4,1,3.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.7,0.9,1,1,0.5,0.9
301,2,24,1191,2,4,2,2,25,481,1,5,1,0.9,NaN,4,3,2,1,1,0,-0.02,2,0,0.7,6.17586727010576,0,0,0,0,0,0,0,0,0,0,0,5,2,4.7,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.7,0,1,1,0.5,0.9
301,2,25,1191,3,5,2,1,2,768,1,5,1,0.9,NaN,4,2,2,1,1,2,0,2,0,0.7,6.64378973314767,1,0,0,0,0,0,0,0,0,0,0,5,3,4.8,-0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.9,-0.2,0,1,1,0.5,0.9
301,2,26,1191,4,5,1,2,2,684,0,4,1,0.5,NaN,4,1,2,1,0,2,0,2,0,-0.5,6.52795791762255,1,0,0,0,0,0,0,0,0,0,0,5,3,4,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,1,1,0.5,0.9
301,2,27,959,1,3,2,1,2,1170,1,5,4,0.4,NaN,4,4,2,0,-1,1,0.235,2,0,0.4,7.0647590277918,0,0,0,0,0,0,0,0,0,0,0,5,1,2.6,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.4,0.4,3,4,0.3,0.4
301,2,28,959,2,5,2,2,2,1537,0,4,4,0.4,NaN,4,3,2,1,2,2,0,2,0,0.4,7.3375877435386,1,0,0,0,0,0,0,0,0,0,0,5,3,3.8,-1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-1.2,0,3,4,0.3,0.4
301,2,29,959,3,4,2,1,25,1314,0,3,4,0.4,NaN,4,2,2,1,-1,2,0,2,0,0.4,7.18083119904456,1,0,0,0,0,0,0,0,0,0,0,5,2,3.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.4,-0.8,0,3,4,0.3,0.4
301,2,30,959,4,3,1,1,25,1109,0,2,3,0.3,NaN,4,1,2,1,-1,2,0,2,0,-0.5,7.01121398735037,1,0,0,0,0,0,0,0,0,0,0,5,1,2.2,-0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.3,-0.8,0,3,4,0.3,0.4
301,2,31,512,1,2,2,1,2,412,1,3,1,0.9,NaN,3,3,2,0,-1,1,0.275,0,-0.1,0.7,6.02102334934953,0,0,0,0,0,0,0,0,0,0,0,3,0,2.7,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0.9,0.7,0.9,0,1,0.5,0.9
301,2,32,512,2,3,1,1,2,1668,1,3,0,0.5,NaN,3,2,2,1,1,0,-0.15,2,0,-1,7.41938058291869,0,0,0,0,0,0,0,0,0,0,0,3,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,1,0.5,0.9
301,2,33,512,3,3,1,1,25,704,0,2,0,0.5,NaN,3,1,2,1,0,2,0,2,0,-1,6.55677835615804,1,0,0,0,0,0,0,0,0,0,0,3,1,2,-1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-1,0,0,1,0.5,0.9
301,2,34,1150,1,3,2,1,2,941,1,1,2,0.6,NaN,5,5,2,0,-1,1,0.20045,2,0,0.4,6.84694313958538,0,0,0,0,0,0,0,0,0,0,0,5,1,3.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.4,0.6,2,2,0.5,0.6
301,2,35,1150,2,1,2,1,2,551,1,0,2,0.6,NaN,5,4,2,0,-2,1,0.4785,1,0.6,0.4,6.31173480915291,0,0,0,0,0,0,0,0,0,0,1,3,0,1.8,0.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,0.5,0.6
301,2,36,1150,3,0,0,0,2,631,0,0,0,2,NaN,5,3,2,0,-1,0,0,0,0,2,6.44730586254121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,0.5,0.6
301,2,37,1150,4,0,0,0,2,708,0,0,0,2,NaN,5,2,2,0,0,0,0,0,0,2,6.56244409369372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,0.5,0.6
301,2,38,1150,5,0,0,0,2,492,0,0,0,2,NaN,5,1,2,0,0,0,0,0,0,2,6.19847871649231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,2,0.5,0.6
301,2,39,309,1,2,1,2,2,741,0,1,1,0.3,NaN,3,3,1,0,0,0,-0.15,0,-0.7,-1.1,6.60800062529609,0,0,0,0,0,0,0,0,0,0,0,3,0,0.9,-1.1,0,0,0,0,0,0,0,0,0,0,0,1,0.3,-1.1,0.3,1,4,0.3,0.6
301,2,40,309,2,1,2,2,25,437,1,0,4,0.6,NaN,3,2,1,0,-1,1,0.6,1,0.6,1.6,6.07993319509559,0,0,0,0,0,0,0,0,0,0,1,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,0.3,0.6
